Sarwa	https://sarwa.co/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://sarwa.co/careers	Low	Run company careers/LinkedIn check	2026-06-06
Spotii	https://spotii.me/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8704.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://spotii.me/careers	Low	Run company careers/LinkedIn check	2026-06-06
Stake	https://getstake.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://getstake.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
Swvl	https://swvl.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8702.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://swvl.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
Tabby	https://tabby.ai/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8704.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://tabby.ai/careers	Low	Run company careers/LinkedIn check	2026-06-06
Tamara	https://tamara.co/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8704.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://tamara.co/careers	Low	Run company careers/LinkedIn check	2026-06-06
Trukker / Tenderd	https://tenderd.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8702.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://tenderd.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
Wio Bank	https://wio.io/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://wio.io/careers	Medium	Run company careers/LinkedIn check	2026-06-06
Yallacompare	https://yallacompare.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://yallacompare.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
YAP	https://yap.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://yap.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
Ziina	https://ziina.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://ziina.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
Freelance Video Editor lead	WhatsApp: 9511116204	Phone / WhatsApp Lead	To Contact			Only a phone number was captured; keep out of email tables.						
BSD / Amlanjyoti UX UI lead	amlanjyotibharali@bsd.ed	Phone / WhatsApp Lead	To Contact			OCR email appears malformed; verify image before outreach.						
Reslink lead	team@reslink.org	Phone / WhatsApp Lead	To Contact			Do not merge with reslink.io without visual/web confirmation.						
Neeraj / portfolio hiring lead	neerajiwtwrs@gmail.com	LinkedIn/Search	To Contact			Keep for manual review, not Dubai.						
Sukhakala	sukhakala.id@gmail.com	LinkedIn/Search	To Contact			Manual verification required.						
Shivani main account	shivanimainacc@gmail.com	LinkedIn/Search	To Contact			Probably skip unless the screenshot visually confirms a real job lead.						
Brandfy Agency	info@brandfy.net	Direct Employer	To Contact			Country/Region: Egypt; Category: Creative / digital marketing agency; Source: IMG_6882.HEIC; Website/LinkedIn place Brandfy in Cairo, Egypt. Do not put in Dubai.	Needs Manual Check		https://brandfy.net	High	Run company careers/LinkedIn check	2026-06-06
Onething Design	people@onething.design	Direct Employer	To Contact			Country/Region: India; Category: UI/UX design agency hiring designers; Source: IMG_7193.HEIC; Design roles; route outside Dubai under India.	Needs Manual Check		https://onething.design	High	Run company careers/LinkedIn check	2026-06-06
Pfaff Motorsports	jobs@pfaffmotorsports.com	Direct Employer	To Contact			Country/Region: Canada; Category: Direct employer / motorsports; Source: IMG_7207.HEIC; Canadian motorsports employer; not UAE.	Needs Manual Check		https://pfaffmotorsports.com	High	Run company careers/LinkedIn check	2026-06-06
Little Green Studio	hr@littlegreenstudio.in	Direct Employer	To Contact			Country/Region: India; Category: Creative / design studio; Source: IMG_7871.HEIC; Indian domain and LinkedIn hiring post.	Needs Manual Check		https://littlegreenstudio.in	High	Run company careers/LinkedIn check	2026-06-06
Nikah Forever	career@nikahforever.com	Direct Employer	To Contact			Country/Region: India; Category: Direct employer; Source: IMG_7919.HEIC; India lead; keep WhatsApp in row but not phone-only.	Needs Manual Check		https://nikahforever.com	High	Run company careers/LinkedIn check	2026-06-06
Artgripper Studio	hello@artgripper.studio	Direct Employer	To Contact			Country/Region: India; Category: CGI / brand design studio; Source: IMG_7925.HEIC; Official site shows Indian phone number and India work examples.	Needs Manual Check		https://artgripper.studio	High	Run company careers/LinkedIn check	2026-06-06
RAD LVNG	talent@radlvng.com	Direct Employer	To Contact			Country/Region: India; Category: Consumer brand / creative role; Source: IMG_9323.HEIC; Official site lists Rad Brands Pvt. Ltd., Noida, India.	Needs Manual Check		https://radlvng.com	High	Run company careers/LinkedIn check	2026-06-06
The Ombre	careers@theombre.com	Direct Employer	To Contact			Country/Region: India; Category: Photography / creative studio; Source: IMG_8936.HEIC; Official contact page says Delhi NCR, India.	Needs Manual Check		https://theombre.com	High	Run company careers/LinkedIn check	2026-06-06
ASAP Media	contact@asapmedia.co.in	Direct Employer	To Contact			Country/Region: India; Category: Creative studio hiring designer / photographer / content creator; Source: IMG_8495.HEIC; OCR also read spam@asapmedia.co.in; treat that as OCR suspect, use contact@ first.	Needs Manual Check		https://asapmedia.co.in	High	Run company careers/LinkedIn check	2026-06-06
Museo Camera	contact@museocamera.org	Direct Employer	To Contact			Country/Region: India; Category: Museum / design or creative role; Source: IMG_9156.HEIC; Official page lists Gurugram, Haryana.	Needs Manual Check		https://museocamera.org	High	Run company careers/LinkedIn check	2026-06-06
WebVeda	divyam.chutani@webveda.com	Direct Employer	To Contact			Country/Region: India; Category: Education / content-course company; Source: IMG_9315.HEIC; Official contact page/LinkedIn place WebVeda in Faridabad, India.	Needs Manual Check		https://webveda.com	High	Run company careers/LinkedIn check	2026-06-06
Lovedwell	info@lovedwell.com	Direct Employer	To Contact			Country/Region: India; Category: Lifestyle/design studio; Source: IMG_8482.HEIC; Official contact page says Simbuno India Pvt. Ltd., Noida.	Needs Manual Check		https://lovedwell.com	High	Run company careers/LinkedIn check	2026-06-06
Social Watch	hr@socialwatch.io	Direct Employer	To Contact			Country/Region: India; Category: Digital marketing / creative agency; Source: IMG_8730.HEIC; Official careers page lists Mohali, Punjab, India.	Needs Manual Check		https://socialwatch.io	High	Run company careers/LinkedIn check	2026-06-06
Shell Consultancy	careers@shellconsultancy.com	Agency	To Contact			Country/Region: India; Category: Recruitment / consultancy; Source: IMG_8710.HEIC; LinkedIn hiring posts mention Gurgaon and India roles.	Needs Manual Check		https://shellconsultancy.com	High	Run agency website/LinkedIn check	2026-06-06
Orange Corporate Solutions	jobs.orange001@gmail.com	Agency	To Contact			Country/Region: India; Category: HR consultancy / recruiter; Source: IMG_8950.HEIC; Gmail differs from official site email; verify before outreach.	Needs Manual Check		https://orangecorporatesolutions.com	Medium	Run agency website/LinkedIn check	2026-06-06
Roberto Castano	thephotographer@robertocastano.com	Direct Employer	To Contact			Country/Region: Spain; Category: Photography / creative role; Source: IMG_8475.HEIC; Behance lists Ibiza, Spain; OCR also duplicated uppercase email.	Needs Manual Check		https://robertocastano.com	Medium	Run company careers/LinkedIn check	2026-06-06
Transsion recruiter	kai.mao@transsion.com	Agency	To Contact			Country/Region: China / Global; Category: Recruiter contact; Source: IMG_8480.HEIC; Keep outside Dubai unless a UAE role is found.	Needs Manual Check		https://transsion.com	Low	Run agency website/LinkedIn check	2026-06-06
Sitech	alaa@sitech.me	Direct Employer	To Contact			Country/Region: Jordan / MENA; Category: IT services / product design company; Source: IMG_9321.HEIC; LinkedIn places Sitech in Amman, Jordan.	Needs Manual Check		https://sitech.me	High	Run company careers/LinkedIn check	2026-06-06
iKonsult Recruitment Solutions	hiring@ikonsult.in	Agency	To Contact			Country/Region: India / UAE remote; Category: Recruitment agency; Source: IMG_8701.HEIC; LinkedIn post mentions remote India/UAE roles.	Needs Manual Check		https://ikonsult.in	High	Run agency website/LinkedIn check	2026-06-06
Studio Murb	hey@studiomurb.com	Direct Employer	To Contact			Country/Region: India; Category: Design / marketing studio; Source: IMG_8843.HEIC; Official site has hiring email; India inferred from web presence and projects.	Needs Manual Check		https://studiomurb.com	Medium	Run company careers/LinkedIn check	2026-06-06
