proposed_tab,country_or_region,lead_name,category,email,phone,website_or_domain,source_screenshot,verification_source,confidence,notes
Agencies,UAE / Dubai or GCC,Alvakil,Recruitment agency / staffing contact,jobs@alvakil.net,,alvakil.net,IMG_8334.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Alvakil,Recruitment agency / staffing contact,adminmumbai@alvakil.net,,alvakil.net,IMG_8334.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Kershawleonard,Recruitment agency / staffing contact,mike@kershawleonard.net,,kershawleonard.net,IMG_8334.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Mackenziejones,Recruitment agency / staffing contact,info@mackenziejones.com,,mackenziejones.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Sawaeed,Recruitment agency / staffing contact,info@sawaeed.ae,,sawaeed.ae,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",High,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Receptionistpa,Recruitment agency / staffing contact,info@receptionistpa.com,,receptionistpa.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Reachgroup,Recruitment agency / staffing contact,jobs@reachgroup.ae,,reachgroup.ae,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",High,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Nathanhr,Recruitment agency / staffing contact,info@nathanhr.com,,nathanhr.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Uhrs,Recruitment agency / staffing contact,info@uhrs.ae,,uhrs.ae,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",High,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Sundusrecruitment,Recruitment agency / staffing contact,info@sundusrecruitment.com,,sundusrecruitment.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Adecco,Recruitment agency / staffing contact,adeccoa.e.info@adecco.com,,adecco.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Bacme,Recruitment agency / staffing contact,submit@bacme.com,,bacme.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Nadiaglobal,Recruitment agency / staffing contact,contact@nadiaglobal.com,,nadiaglobal.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Bacme,Recruitment agency / staffing contact,recruit@bacme.com,,bacme.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Xpertsjobs,Recruitment agency / staffing contact,cv@xpertsjobs.com,,xpertsjobs.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Sundusrecruitment,Recruitment agency / staffing contact,cv@sundusrecruitment.com,,sundusrecruitment.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Horizon,Recruitment agency / staffing contact,horizongroup@horizon.ae,,horizon.ae,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",High,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Ssaltd,Recruitment agency / staffing contact,lan.mclean@ssaltd.com,,ssaltd.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Innovationuae,Recruitment agency / staffing contact,recruitment@innovationuae.com,,innovationuae.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Manpower Me,Recruitment agency / staffing contact,info@manpower-me.com,,manpower-me.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Lobomanagement,Recruitment agency / staffing contact,lobo@lobomanagement.com,,lobomanagement.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Michaelpage,Recruitment agency / staffing contact,clientmiddleeast@michaelpage.ae,,michaelpage.ae,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",High,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Alnahiya,Recruitment agency / staffing contact,info@alnahiya.com,,alnahiya.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Agencies,UAE / Dubai or GCC,Jvi Global,Recruitment agency / staffing contact,jobseekers@jvi-global.com,,jvi-global.com,IMG_8341.HEIC,"OCR agency-list screenshot; many .ae, dxb, middleeast, and UAE staffing domains. Verify before outreach.",Medium,Move from Unknown into UAE/Dubai agency review queue.
Direct Employers,Egypt,Brandfy Agency,Creative / digital marketing agency,info@brandfy.net,,brandfy.net,IMG_6882.HEIC,https://brandfy.net/contact-us/ ; https://www.linkedin.com/company/brandfyagency,High,"Website/LinkedIn place Brandfy in Cairo, Egypt. Do not put in Dubai."
Direct Employers,India,Onething Design,UI/UX design agency hiring designers,people@onething.design,,onething.design,IMG_7193.HEIC,https://www.onething.design/careers,High,Design roles; route outside Dubai under India.
Direct Employers,Canada,Pfaff Motorsports,Direct employer / motorsports,jobs@pfaffmotorsports.com,,pfaffmotorsports.com,IMG_7207.HEIC,https://www.pfaffmotorsports.com/team ; https://ca.linkedin.com/company/pfaff-motorsports,High,Canadian motorsports employer; not UAE.
Direct Employers,India,Little Green Studio,Creative / design studio,hr@littlegreenstudio.in,,littlegreenstudio.in,IMG_7871.HEIC,https://in.linkedin.com/company/little-green-studio,High,Indian domain and LinkedIn hiring post.
Direct Employers,India,Nikah Forever,Direct employer,career@nikahforever.com,WhatsApp: +91-8448293814,nikahforever.com,IMG_7919.HEIC,https://nikahforever.com/home/contact_us,High,India lead; keep WhatsApp in row but not phone-only.
Direct Employers,India,Artgripper Studio,CGI / brand design studio,hello@artgripper.studio,,artgripper.studio,IMG_7925.HEIC,https://artgripper.studio/,High,Official site shows Indian phone number and India work examples.
Direct Employers,India,RAD LVNG,Consumer brand / creative role,talent@radlvng.com,,radlvng.com,IMG_9323.HEIC,https://radlvng.com/ ; https://radlvng.com/pages/about-us,High,"Official site lists Rad Brands Pvt. Ltd., Noida, India."
Direct Employers,India,The Ombre,Photography / creative studio,careers@theombre.com,,theombre.com,IMG_8936.HEIC,https://theombre.com/contact,High,"Official contact page says Delhi NCR, India."
Direct Employers,India,ASAP Media,Creative studio hiring designer / photographer / content creator,contact@asapmedia.co.in,,asapmedia.co.in,IMG_8495.HEIC,https://asapmedia.co.in/ ; https://in.linkedin.com/company/asap_media,High,"OCR also read spam@asapmedia.co.in; treat that as OCR suspect, use contact@ first."
Direct Employers,India,Museo Camera,Museum / design or creative role,contact@museocamera.org,,museocamera.org,IMG_9156.HEIC,https://www.museocamera.org/working-at-museo-camera,High,"Official page lists Gurugram, Haryana."
Direct Employers,India,WebVeda,Education / content-course company,divyam.chutani@webveda.com,,webveda.com,IMG_9315.HEIC,https://webveda.com/contactus ; https://in.linkedin.com/company/webveda,High,"Official contact page/LinkedIn place WebVeda in Faridabad, India."
Direct Employers,India,Lovedwell,Lifestyle/design studio,info@lovedwell.com,,lovedwell.com,IMG_8482.HEIC,https://lovedwell.com/pages/contact,High,"Official contact page says Simbuno India Pvt. Ltd., Noida."
Direct Employers,India,Social Watch,Digital marketing / creative agency,hr@socialwatch.io,,socialwatch.io,IMG_8730.HEIC,https://socialwatch.io/careers/,High,"Official careers page lists Mohali, Punjab, India."
Agencies,India,Shell Consultancy,Recruitment / consultancy,careers@shellconsultancy.com,,shellconsultancy.com,IMG_8710.HEIC,https://in.linkedin.com/company/shell-consultancy,High,LinkedIn hiring posts mention Gurgaon and India roles.
Agencies,India,Orange Corporate Solutions,HR consultancy / recruiter,jobs.orange001@gmail.com,WhatsApp: +91 70820 01810,orangecorporatesolutions.com,IMG_8950.HEIC,https://www.orangecorporatesolutions.com/join-us,Medium,Gmail differs from official site email; verify before outreach.
Direct Employers,Spain,Roberto Castano,Photography / creative role,thephotographer@robertocastano.com,,robertocastano.com,IMG_8475.HEIC,https://www.behance.net/robertocastano,Medium,"Behance lists Ibiza, Spain; OCR also duplicated uppercase email."
Agencies,China / Global,Transsion recruiter,Recruiter contact,kai.mao@transsion.com,,transsion.com,IMG_8480.HEIC,OCR indicates engineering recruitment; web country not verified in this pass.,Low,Keep outside Dubai unless a UAE role is found.
Direct Employers,Jordan / MENA,Sitech,IT services / product design company,alaa@sitech.me,,sitech.me,IMG_9321.HEIC,https://www.linkedin.com/company/sitechinc,High,"LinkedIn places Sitech in Amman, Jordan."
Direct Employers,UAE / Dubai,Sole DXB,Creative / culture platform,jobs@soledxb.com,,soledxb.com,IMG_9184.HEIC,https://www.linkedin.com/company/soledxb1 ; https://soledxb.com/,High,Move to Dubai direct employers.
Agencies,UAE / Dubai,Ontime Manpower Supply,Manpower / staffing agency,careers@ontimeuae.ae,,ontimeuae.ae,IMG_8701.HEIC,https://ontimeuae.com/career/ ; https://ontimeuae.com/on-demand-labour-solutions/,High,Move to Dubai/UAE agency queue.
Agencies,UAE / GCC,ParamInfo,IT staffing / services recruiter,rekha.y@paraminfo.com,,paraminfo.com,IMG_8701.HEIC,https://paraminfo.com/careers/,High,"ParamInfo careers page lists Dubai, Abu Dhabi, Saudi, Bahrain, and India; route as UAE/GCC agency contact."
Agencies,UAE / GCC,Latinum HR,HR / recruitment,jobs@latinumhr.com,,latinumhr.com,IMG_8701.HEIC,https://latinumhr.com/en/,Medium,HR domain; verify exact country before outreach.
Direct Employers,UAE / Global,Excellent Webworld,Software / app development company,murad@excellentwebworld.com,,excellentwebworld.com,IMG_8701.HEIC,https://www.excellentwebworld.com/contact-us/,High,Official site lists UAE office plus global locations.
Direct Employers,UAE / Dubai,HTP Global Technologies,Technology company,hr@myhtptech.com,,myhtptech.com,IMG_8701.HEIC,https://www.crunchbase.com/organization/htp-global-technologies,Medium,Crunchbase result places HTP Global Technologies in Dubai; verify official careers page before outreach.
Agencies,India / UAE remote,iKonsult Recruitment Solutions,Recruitment agency,hiring@ikonsult.in,,ikonsult.in,IMG_8701.HEIC,https://in.linkedin.com/company/ikonsultrecruitment,High,LinkedIn post mentions remote India/UAE roles.
Direct Employers,India,Studio Murb,Design / marketing studio,hey@studiomurb.com,,studiomurb.com,IMG_8843.HEIC,https://www.studiomurb.com/,Medium,Official site has hiring email; India inferred from web presence and projects.
Direct Employers,UAE / GCC / MENA,Careem,Company career-link lead,,,careem.com/careers,IMG_8702.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Medium,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Swvl,Company career-link lead,,,swvl.com/careers,IMG_8702.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Fetchr,Company career-link lead,,,fetchr.us/careers,IMG_8702.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Trukker / Tenderd,Company career-link lead,,,tenderd.com/careers,IMG_8702.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Talabat,Company career-link lead,,,talabat.com/careers,IMG_8702.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Medium,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Kitopi,Company career-link lead,,,kitopi.com/careers,IMG_8702.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Medium,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Crafty,Company career-link lead,,,craftydelivers.com/careers,IMG_8702.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Foodics,Company career-link lead,,,foodics.com/careers,IMG_8702.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Dubizzle,Company career-link lead,,,dubizzle.com/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Medium,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Property Finder,Company career-link lead,,,propertyfinder.ae/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Medium,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Huspy,Company career-link lead,,,huspy.com/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Stake,Company career-link lead,,,getstake.com/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Beehive,Company career-link lead,,,beehive.ae/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Medium,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Sarwa,Company career-link lead,,,sarwa.co/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Yallacompare,Company career-link lead,,,yallacompare.com/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Mamo Pay,Company career-link lead,,,mamopay.com/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Ziina,Company career-link lead,,,ziina.com/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Lean Technologies,Company career-link lead,,,leantech.me/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Pyypl,Company career-link lead,,,pyypl.com/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Now Money,Company career-link lead,,,nowmoney.me/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,NymCard,Company career-link lead,,,nymcard.com/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Mangopay MENA,Company career-link lead,,,mangopay.com/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Wio Bank,Company career-link lead,,,wio.io/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Medium,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,YAP,Company career-link lead,,,yap.com/careers,IMG_8703.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Tabby,Company career-link lead,,,tabby.ai/careers,IMG_8704.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Tamara,Company career-link lead,,,tamara.co/careers,IMG_8704.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Spotii,Company career-link lead,,,spotii.me/careers,IMG_8704.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Almosafer,Company career-link lead,,,almosafer.com/careers,IMG_8704.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Flyin,Company career-link lead,,,flyin.com/careers,IMG_8704.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,G42,Company career-link lead,,,g42.ai/careers,IMG_8705.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Medium,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,Presight AI,Company career-link lead,,,presight.ai/careers,IMG_8705.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Medium,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,ADNOC Digital,Company career-link lead,,,adnoc.ae/careers,IMG_8705.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Medium,Move from Unknown into UAE/GCC direct-employer research queue.
Direct Employers,UAE / GCC / MENA,2gether,Company career-link lead,,,2gether.global/careers,IMG_8705.HEIC,OCR career-link list from screenshot; web/source verification still needed before applying.,Low,Move from Unknown into UAE/GCC direct-employer research queue.
Phone / WhatsApp Leads,India,Freelance Video Editor lead,Phone-only creative job lead,,9511116204,,IMG_8494.HEIC,OCR screenshot only,Low,Only a phone number was captured; keep out of email tables.
Phone / WhatsApp Leads,India / needs verification,BSD / Amlanjyoti UX UI lead,Phone plus malformed email,amlanjyotibharali@bsd.ed,6000236346; 9620045916,bsd.edu.in,IMG_9183.HEIC,https://in.linkedin.com/in/amlanjyoti-bharali ; https://www.bsd.edu.in/,Low,OCR email appears malformed; verify image before outreach.
Phone / WhatsApp Leads,India / needs verification,Reslink lead,Phone plus domain mismatch,team@reslink.org,91-8303982425,reslink.org,IMG_8744.HEIC,"Search found reslink.io, not reslink.org; verify manually.",Low,Do not merge with reslink.io without visual/web confirmation.
Needs Email Research,Unknown / possible India,Neeraj / portfolio hiring lead,Gmail contact,neerajiwtwrs@gmail.com,,,IMG_8949.HEIC,No reliable domain source found; Gmail only.,Low,"Keep for manual review, not Dubai."
